# ILSVRC2012_val_00001758
10.00   7.37    5.00    12.15   0.00    29.01   0.81   
20.00   6.79    3.00    8.83    0.00    30.99   0.88   
30.00   5.06    3.00    7.16    0.00    32.67   0.92   
40.00   5.53    3.00    5.96    0.00    34.30   0.94   
50.00   4.06    3.00    5.35    0.00    35.79   0.96   
60.00   4.43    3.00    4.37    0.00    37.95   0.97   
70.00   5.24    3.00    3.68    0.00    40.15   0.98   
80.00   4.72    3.00    3.11    0.00    42.53   0.99   
90.00   4.91    3.00    2.35    0.00    46.59   1.00   
100.00  4.76    3.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00002765
10.00   0.43    31.00   26.31   0.00    32.64   0.88   
20.00   1.25    14.00   19.59   0.00    33.96   0.90   
30.00   0.98    15.00   15.62   0.00    35.04   0.92   
40.00   1.25    12.00   12.49   0.00    36.17   0.93   
50.00   1.81    10.00   10.69   0.00    37.21   0.94   
60.00   2.45    10.00   7.84    0.00    38.96   0.96   
70.00   2.41    10.00   5.93    0.00    40.71   0.97   
80.00   2.51    10.00   4.58    0.00    42.66   0.98   
90.00   2.45    10.00   2.91    0.00    46.47   0.99   
100.00  2.86    10.00   1.00    0.00    inf     1.00   
# ILSVRC2012_val_00002916
10.00   0.19    62.00   27.23   0.00    33.85   0.86   
20.00   0.27    54.00   20.76   0.00    34.88   0.87   
30.00   0.24    56.00   16.59   0.00    35.68   0.89   
40.00   0.30    49.00   13.20   0.00    36.48   0.91   
50.00   0.25    49.00   10.36   0.00    38.85   0.95   
60.00   0.26    47.00   7.65    0.00    40.59   0.97   
70.00   0.24    49.00   5.68    0.00    42.50   0.98   
80.00   0.24    47.00   4.38    0.00    44.51   0.98   
90.00   0.26    46.00   2.77    0.00    48.71   0.99   
100.00  0.25    46.00   1.00    0.00    inf     1.00   
# ILSVRC2012_val_00006642
10.00   95.39   1.00    23.96   0.00    31.11   0.83   
20.00   94.91   1.00    18.39   0.00    32.35   0.85   
30.00   95.81   1.00    14.84   0.00    33.27   0.87   
40.00   96.56   1.00    11.92   0.00    34.16   0.88   
50.00   96.26   1.00    9.73    0.00    35.33   0.90   
60.00   95.76   1.00    6.88    0.00    36.92   0.93   
70.00   96.12   1.00    4.97    0.00    38.74   0.95   
80.00   95.73   1.00    3.79    0.00    40.81   0.97   
90.00   95.94   1.00    2.44    0.00    45.22   0.99   
100.00  95.91   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00007154
10.00   99.63   1.00    13.84   0.00    30.33   0.89   
20.00   99.49   1.00    11.16   0.00    31.90   0.91   
30.00   99.45   1.00    9.47    0.00    33.10   0.92   
40.00   99.40   1.00    8.09    0.00    34.21   0.94   
50.00   99.30   1.00    6.88    0.00    35.82   0.95   
60.00   99.23   1.00    5.39    0.00    37.67   0.96   
70.00   99.16   1.00    4.30    0.00    39.68   0.97   
80.00   99.12   1.00    3.48    0.00    41.78   0.98   
90.00   99.20   1.00    2.38    0.00    46.12   0.99   
100.00  99.16   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00007179
10.00   0.37    14.00   21.34   0.00    30.72   0.88   
20.00   0.60    13.00   16.04   0.00    32.02   0.90   
30.00   0.38    15.00   12.91   0.00    33.04   0.92   
40.00   0.50    13.00   10.51   0.00    34.01   0.93   
50.00   1.30    9.00    8.50    0.00    35.60   0.94   
60.00   1.21    10.00   6.29    0.00    37.33   0.96   
70.00   0.89    13.00   4.75    0.00    39.13   0.97   
80.00   1.43    9.00    3.69    0.00    41.13   0.98   
90.00   1.09    11.00   2.37    0.00    45.52   0.99   
100.00  1.17    11.00   1.00    0.00    inf     1.00   
# ILSVRC2012_val_00007543
10.00   1.12    16.00   39.59   0.00    33.43   0.87   
20.00   0.94    18.00   29.93   0.00    34.51   0.89   
30.00   0.87    21.00   23.99   0.00    35.31   0.90   
40.00   0.89    21.00   19.16   0.00    36.11   0.91   
50.00   0.85    24.00   15.00   0.00    37.14   0.92   
60.00   0.86    24.00   10.35   0.00    38.64   0.94   
70.00   0.87    23.00   7.32    0.00    40.27   0.95   
80.00   0.96    21.00   5.33    0.00    42.04   0.97   
90.00   0.94    21.00   3.06    0.00    46.09   0.99   
100.00  0.92    22.00   1.00    0.00    inf     1.00   
# ILSVRC2012_val_00008392
10.00   73.88   1.00    16.60   0.00    30.23   0.87   
20.00   78.67   1.00    12.90   0.00    31.55   0.90   
30.00   79.30   1.00    10.66   0.00    32.52   0.91   
40.00   81.59   1.00    8.82    0.00    33.48   0.93   
50.00   80.49   1.00    7.13    0.00    35.55   0.94   
60.00   80.20   1.00    5.48    0.00    37.47   0.96   
70.00   81.18   1.00    4.34    0.00    39.43   0.97   
80.00   81.07   1.00    3.49    0.00    41.45   0.98   
90.00   81.33   1.00    2.34    0.00    45.73   0.99   
100.00  81.58   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00009121
10.00   21.03   2.00    13.48   0.00    26.64   0.80   
20.00   20.14   3.00    9.97    0.00    27.93   0.85   
30.00   21.21   3.00    8.11    0.00    28.92   0.88   
40.00   22.27   3.00    6.79    0.00    29.81   0.91   
50.00   14.97   3.00    4.87    0.00    31.93   0.94   
60.00   16.43   3.00    3.68    0.00    34.12   0.96   
70.00   19.47   3.00    2.92    0.00    36.46   0.98   
80.00   17.90   3.00    2.42    0.00    38.77   0.99   
90.00   17.44   3.00    1.74    0.00    43.96   1.00   
100.00  17.16   3.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00009529
10.00   2.85    11.00   21.66   0.00    30.08   0.85   
20.00   2.30    11.00   16.82   0.00    31.14   0.88   
30.00   2.70    10.00   13.95   0.00    31.86   0.89   
40.00   2.88    9.00    11.55   0.00    32.53   0.90   
50.00   2.91    9.00    8.75    0.00    35.54   0.92   
60.00   2.87    9.00    6.49    0.00    37.12   0.94   
70.00   2.80    8.00    4.82    0.00    38.81   0.95   
80.00   2.92    8.00    3.66    0.00    40.67   0.97   
90.00   3.08    7.00    2.29    0.00    45.18   0.99   
100.00  3.07    7.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00011022
10.00   99.29   1.00    18.04   0.00    28.97   0.86   
20.00   99.50   1.00    13.60   0.00    30.08   0.89   
30.00   99.23   1.00    11.01   0.00    30.89   0.91   
40.00   99.20   1.00    9.14    0.00    31.62   0.92   
50.00   99.24   1.00    6.71    0.00    34.71   0.94   
60.00   99.29   1.00    5.09    0.00    36.73   0.96   
70.00   99.11   1.00    3.99    0.00    38.89   0.97   
80.00   99.10   1.00    3.26    0.00    40.96   0.98   
90.00   99.02   1.00    2.23    0.00    45.54   0.99   
100.00  99.01   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00011094
10.00   0.54    21.00   27.99   0.00    31.17   0.88   
20.00   1.09    18.00   21.14   0.00    32.25   0.90   
30.00   1.18    15.00   17.20   0.00    33.09   0.91   
40.00   0.98    19.00   14.06   0.00    33.81   0.92   
50.00   1.16    13.00   10.23   0.00    36.08   0.94   
60.00   1.04    18.00   7.49    0.00    37.72   0.95   
70.00   1.08    18.00   5.57    0.00    39.49   0.96   
80.00   1.01    20.00   4.25    0.00    41.34   0.97   
90.00   1.09    19.00   2.59    0.00    45.66   0.99   
100.00  1.06    19.00   1.00    0.00    inf     1.00   
# ILSVRC2012_val_00012903
10.00   92.58   1.00    11.75   0.00    27.44   0.90   
20.00   94.03   1.00    9.24    0.00    28.62   0.92   
30.00   94.00   1.00    7.78    0.00    29.44   0.94   
40.00   94.64   1.00    6.57    0.00    30.15   0.95   
50.00   92.85   1.00    5.14    0.00    34.56   0.97   
60.00   93.85   1.00    4.17    0.00    36.75   0.98   
70.00   92.89   1.00    3.46    0.00    38.84   0.99   
80.00   92.75   1.00    2.90    0.00    40.94   0.99   
90.00   92.79   1.00    2.04    0.00    45.40   1.00   
100.00  92.72   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00014542
10.00   36.14   1.00    32.53   0.00    31.98   0.79   
20.00   35.93   2.00    21.50   0.00    33.00   0.83   
30.00   35.78   2.00    15.35   0.00    33.95   0.86   
40.00   32.04   2.00    11.23   0.00    35.13   0.89   
50.00   33.95   2.00    9.42    0.00    36.06   0.91   
60.00   32.02   2.00    6.80    0.00    38.00   0.94   
70.00   31.37   2.00    5.18    0.00    40.03   0.96   
80.00   31.80   2.00    4.02    0.00    42.25   0.98   
90.00   30.46   2.00    2.67    0.00    46.31   0.99   
100.00  30.40   2.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00015392
10.00   99.49   1.00    58.35   0.00    35.43   0.93   
20.00   99.54   1.00    44.87   0.00    36.69   0.94   
30.00   99.36   1.00    35.87   0.00    37.51   0.94   
40.00   99.38   1.00    28.72   0.00    38.34   0.95   
50.00   99.59   1.00    23.71   0.00    39.17   0.95   
60.00   99.54   1.00    16.71   0.00    40.37   0.96   
70.00   99.59   1.00    11.17   0.00    41.58   0.96   
80.00   99.57   1.00    7.24    0.00    43.01   0.97   
90.00   99.60   1.00    3.73    0.00    46.63   0.99   
100.00  99.59   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00015640
10.00   2.49    6.00    6.92    0.00    28.49   0.94   
20.00   2.56    7.00    5.71    0.00    30.66   0.96   
30.00   2.57    7.00    5.02    0.00    32.43   0.97   
40.00   2.54    6.00    4.38    0.00    34.19   0.98   
50.00   3.01    7.00    4.04    0.00    35.40   0.98   
60.00   3.46    5.00    3.49    0.00    37.73   0.99   
70.00   3.17    6.00    3.05    0.00    40.05   0.99   
80.00   3.41    5.00    2.66    0.00    42.46   0.99   
90.00   3.63    5.00    2.10    0.00    46.55   1.00   
100.00  3.50    5.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00016480
10.00   13.52   1.00    37.49   0.00    33.68   0.89   
20.00   12.28   1.00    27.83   0.00    34.80   0.90   
30.00   27.52   1.00    21.41   0.00    35.70   0.91   
40.00   25.26   1.00    15.91   0.00    36.67   0.92   
50.00   21.84   1.00    13.16   0.00    37.36   0.92   
60.00   33.86   1.00    8.90    0.00    38.91   0.94   
70.00   33.52   1.00    6.40    0.00    40.70   0.96   
80.00   28.99   1.00    4.78    0.00    42.80   0.97   
90.00   33.94   1.00    3.04    0.00    46.80   0.99   
100.00  38.13   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00016627
10.00   34.46   2.00    12.08   0.00    24.33   0.75   
20.00   49.94   1.00    9.46    0.00    25.03   0.79   
30.00   58.54   1.00    7.86    0.00    25.50   0.81   
40.00   69.81   1.00    6.62    0.00    25.87   0.83   
50.00   61.91   1.00    4.03    0.00    32.15   0.91   
60.00   62.79   1.00    3.18    0.00    34.47   0.94   
70.00   61.87   1.00    2.62    0.00    36.86   0.96   
80.00   63.95   1.00    2.22    0.00    39.13   0.97   
90.00   68.41   1.00    1.65    0.00    44.29   0.99   
