# ILSVRC2012_val_00001758
10.00   18.85   1.00    87.28   0.00    28.30   0.77   
20.00   36.05   1.00    27.48   0.00    30.06   0.82   
30.00   20.86   2.00    7.46    0.00    34.49   0.92   
40.00   7.67    3.00    4.52    0.00    38.78   0.96   
50.00   6.42    3.00    3.30    0.00    42.95   0.98   
60.00   4.81    3.00    2.58    0.00    46.42   0.99   
70.00   4.57    3.00    2.00    0.00    49.56   0.99   
80.00   4.32    3.00    1.55    0.00    52.22   1.00   
90.00   4.48    3.00    1.13    0.00    56.16   1.00   
100.00  4.29    3.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00002765
10.00   0.00    716.00  45.23   0.00    32.19   0.90   
20.00   0.00    651.00  30.04   0.00    34.36   0.92   
30.00   0.00    685.00  17.03   0.00    36.77   0.94   
40.00   0.00    708.00  9.33    0.00    39.56   0.96   
50.00   0.00    710.00  5.20    0.00    42.61   0.98   
60.00   0.00    690.00  3.01    0.00    46.14   0.99   
70.00   0.00    711.00  2.02    0.00    49.60   0.99   
80.00   0.00    702.00  1.48    0.00    53.11   1.00   
90.00   0.00    690.00  1.09    0.00    58.06   1.00   
100.00  0.00    704.00  1.00    0.00    inf     1.00   
# ILSVRC2012_val_00002916
10.00   0.01    329.00  19.20   0.00    34.16   0.93   
20.00   0.00    353.00  15.43   0.00    36.51   0.94   
30.00   0.00    398.00  10.88   0.00    38.78   0.96   
40.00   0.01    376.00  6.80    0.00    41.43   0.97   
50.00   0.01    373.00  3.92    0.00    44.64   0.98   
60.00   0.01    359.00  2.45    0.00    48.50   0.99   
70.00   0.01    391.00  1.76    0.00    52.26   1.00   
80.00   0.01    366.00  1.34    0.00    56.20   1.00   
90.00   0.01    390.00  1.07    0.00    61.44   1.00   
100.00  0.01    372.00  1.00    0.00    inf     1.00   
# ILSVRC2012_val_00006642
10.00   2.11    13.00   63.79   0.00    29.97   0.86   
20.00   0.81    24.00   33.45   0.00    32.85   0.89   
30.00   0.39    31.00   18.58   0.00    35.49   0.92   
40.00   0.27    38.00   10.27   0.00    38.05   0.94   
50.00   0.24    49.00   4.77    0.00    41.04   0.96   
60.00   0.16    61.00   2.70    0.00    44.78   0.98   
70.00   0.17    56.00   1.87    0.00    48.63   0.99   
80.00   0.19    56.00   1.41    0.00    52.36   1.00   
90.00   0.18    56.00   1.08    0.00    57.34   1.00   
100.00  0.18    57.00   1.00    0.00    inf     1.00   
# ILSVRC2012_val_00007154
10.00   0.19    43.00   61.70   0.00    26.92   0.84   
20.00   10.61   2.00    20.70   0.00    30.25   0.88   
30.00   22.57   2.00    10.03   0.00    33.90   0.91   
40.00   61.21   1.00    5.94    0.00    37.14   0.93   
50.00   59.60   1.00    3.53    0.00    40.53   0.96   
60.00   69.14   1.00    2.39    0.00    44.82   0.98   
70.00   50.86   1.00    1.75    0.00    48.87   0.99   
80.00   55.46   1.00    1.34    0.00    53.16   1.00   
90.00   70.51   1.00    1.06    0.00    57.85   1.00   
100.00  52.84   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00007179
10.00   0.01    558.00  55.81   0.00    29.95   0.84   
20.00   0.01    473.00  28.91   0.00    32.20   0.88   
30.00   0.01    439.00  14.88   0.00    34.70   0.91   
40.00   0.01    412.00  8.13    0.00    37.52   0.94   
50.00   0.01    415.00  4.67    0.00    40.44   0.96   
60.00   0.01    403.00  2.77    0.00    43.97   0.98   
70.00   0.01    390.00  1.87    0.00    48.10   0.99   
80.00   0.01    389.00  1.42    0.00    52.02   1.00   
90.00   0.01    406.00  1.10    0.00    56.77   1.00   
100.00  0.01    405.00  1.00    0.00    inf     1.00   
# ILSVRC2012_val_00007543
10.00   3.58    8.00    72.88   0.00    34.55   0.91   
20.00   3.21    11.00   47.45   0.00    36.42   0.93   
30.00   3.97    9.00    26.85   0.00    38.18   0.94   
40.00   2.67    10.00   13.04   0.00    40.13   0.95   
50.00   2.45    13.00   5.94    0.00    43.01   0.97   
60.00   2.02    17.00   3.01    0.00    46.80   0.99   
70.00   1.87    15.00   1.97    0.00    50.75   0.99   
80.00   2.47    13.00   1.44    0.00    54.78   1.00   
