# ILSVRC2012_val_00001758
10.00   39.02   1.00    74.54   0.00    24.06   0.42   
20.00   29.89   2.00    21.84   0.00    26.07   0.59   
30.00   7.70    3.00    6.63    0.00    31.18   0.88   
40.00   5.59    4.00    4.21    0.00    35.62   0.96   
50.00   4.29    3.00    3.16    0.00    39.80   0.99   
60.00   4.79    3.00    2.47    0.00    43.16   0.99   
70.00   4.53    3.00    1.93    0.00    47.00   1.00   
80.00   4.17    3.00    1.52    0.00    49.42   1.00   
90.00   4.42    3.00    1.12    0.00    53.72   1.00   
100.00  4.61    3.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00002765
10.00   0.00    700.00  69.24   0.00    28.34   0.78   
20.00   0.00    542.00  36.85   0.00    30.66   0.84   
30.00   0.34    44.00   18.74   0.00    33.04   0.89   
40.00   1.50    12.00   9.83    0.00    35.93   0.93   
50.00   1.51    12.00   5.36    0.00    39.20   0.96   
60.00   2.27    10.00   3.10    0.00    42.90   0.98   
70.00   2.60    10.00   2.09    0.00    46.34   0.99   
80.00   2.82    10.00   1.53    0.00    49.59   1.00   
90.00   2.82    10.00   1.13    0.00    55.40   1.00   
100.00  2.88    10.00   1.00    0.00    inf     1.00   
# ILSVRC2012_val_00002916
10.00   0.08    67.00   61.96   0.00    30.68   0.83   
20.00   0.10    68.00   34.98   0.00    32.80   0.86   
30.00   0.20    59.00   19.12   0.00    35.10   0.91   
40.00   0.24    51.00   10.01   0.00    37.81   0.94   
50.00   0.25    47.00   4.98    0.00    41.35   0.97   
60.00   0.24    48.00   2.88    0.00    45.31   0.99   
70.00   0.25    46.00   1.98    0.00    49.26   0.99   
80.00   0.25    46.00   1.47    0.00    52.78   1.00   
90.00   0.25    46.00   1.11    0.00    59.38   1.00   
100.00  0.25    46.00   1.00    0.00    inf     1.00   
# ILSVRC2012_val_00006642
10.00   88.33   1.00    57.73   0.00    26.90   0.75   
20.00   96.63   1.00    29.75   0.00    29.67   0.81   
30.00   97.03   1.00    17.04   0.00    32.30   0.86   
40.00   96.79   1.00    9.91    0.00    34.63   0.89   
50.00   95.90   1.00    5.49    0.00    37.30   0.93   
60.00   95.99   1.00    2.78    0.00    41.36   0.97   
70.00   95.82   1.00    1.91    0.00    45.61   0.99   
80.00   95.66   1.00    1.46    0.00    49.10   0.99   
90.00   95.89   1.00    1.11    0.00    55.78   1.00   
100.00  95.91   1.00    1.00    0.00    inf     1.00   
# ILSVRC2012_val_00007154
10.00   96.15   1.00    34.30   0.00    24.51   0.75   
20.00   99.32   1.00    14.22   0.00    28.30   0.85   
30.00   99.43   1.00    8.15    0.00    31.80   0.90   
40.00   99.36   1.00    5.35    0.00    34.94   0.93   
50.00   99.09   1.00    3.60    0.00    38.48   0.96   
60.00   99.26   1.00    2.42    0.00    42.72   0.99   
